judul,author,image,amazon_url
The Discovery of Heaven,Harry Mulisch,http://ecx.images-amazon.com/images/I/411Ka3fbocL._SL160_.jpg,http://www.amazon.com/The-Discovery-Heaven-Harry-Mulisch/dp/0140239375%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140239375
The German Lesson,Siegfried Lenz,http://ecx.images-amazon.com/images/I/511eGD9BUoL._SL160_.jpg,http://www.amazon.com/The-German-Lesson-Siegfried-Lenz/dp/0811209822%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0811209822
Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,http://ecx.images-amazon.com/images/I/417vLb9M1YL._SL160_.jpg,http://www.amazon.com/Wilhelm-Meisters-Apprenticeship-Classic-Reprint/dp/B009615XBK%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB009615XBK
Effi Briest,Theodor Fontane,http://ecx.images-amazon.com/images/I/51DvthPv0PL._SL160_.jpg,http://www.amazon.com/Briest-Penguin-Classics-Theodor-Fontane/dp/0140447660%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140447660
A Tale of Love and Darkness,Amos Oz,http://ecx.images-amazon.com/images/I/51iJVZ6VNtL._SL160_.jpg,http://www.amazon.com/Tale-Love-Darkness-Amos-Oz/dp/015603252X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D015603252X
The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,http://ecx.images-amazon.com/images/I/51YiDlNyz%2BL._SL160_.jpg,http://www.amazon.com/Secret-Diary-Adrian-Mole-Aged/dp/0060533994%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0060533994
Norwegian Wood,Haruki Murakami,http://ecx.images-amazon.com/images/I/51dy3ESJCQL._SL160_.jpg,http://www.amazon.com/Norwegian-Wood-Haruki-Murakami/dp/0375704027%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375704027
The Recognition of Sakuntala,Kalidasa,https://images-na.ssl-images-amazon.com/images/I/61D6WBtJrUL._SL160_.jpg,https://www.amazon.com/Recognition-Sakuntala-Oxford-Worlds-Classics/dp/0199540608?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0199540608
The Underground Railroad,Colson Whitehead,http://ecx.images-amazon.com/images/I/61DuNIXk7GL._SL160_.jpg,http://www.amazon.com/Underground-Railroad-Oprahs-Book-Club/dp/0385542364%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0385542364
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,https://images-na.ssl-images-amazon.com/images/I/518qR6BG3JL._SL160_.jpg,https://www.amazon.com/Roll-Thunder-Hear-My-Cry/dp/0142401129?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0142401129
Fifth Business,Robertson Davies,http://ecx.images-amazon.com/images/I/51Yp7Yx-ezL._SL160_.jpg,http://www.amazon.com/Business-Penguin-Classics-Robertson-Davies/dp/0141186151%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0141186151
The Making of Americans,Gertrude Stein,http://ecx.images-amazon.com/images/I/41JomApYHNL._SL160_.jpg,https://www.amazon.com/Making-Americans-American-Literature-Archive/dp/1564780880?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1564780880
Belle du Seigneur,Albert Cohen,https://images-na.ssl-images-amazon.com/images/I/41A07QHG4rL._SL160_.jpg,https://www.amazon.com/Belle-Seigneur-Folio-3039-French/dp/2070404021?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=2070404021
LaBrava,Elmore Leonard,https://images-na.ssl-images-amazon.com/images/I/51JwLOiv9oL._SL160_.jpg,http://www.amazon.com/Elmore-Leonard-Novels-Primeval-LaBrava/dp/1598534122%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1598534122
Under Satan's Sun,Georges Bernanos,https://images-na.ssl-images-amazon.com/images/I/51z8vDxnyDL._SL160_.jpg,https://www.amazon.com/Under-Sun-Satan-Georges-Bernanos/dp/1944418555?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1944418555
A Ghost at Noon,Alberto Moravia,http://ecx.images-amazon.com/images/I/518MINQ566L._SL160_.jpg,http://www.amazon.com/Ghost-at-Noon-Alberto-Moravia/dp/B0010V2LRS%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0010V2LRS
Nightwood,Djuna Barnes,https://images-na.ssl-images-amazon.com/images/I/41Iht%2BJgQlL._SL160_.jpg,https://www.amazon.com/Nightwood-New-Djuna-Barnes/dp/0811216713?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0811216713
The Ragged Trousered Philanthropists,Robert Tressell,https://images-na.ssl-images-amazon.com/images/I/519DnNpKA7L._SL160_.jpg,https://www.amazon.com/Ragged-Trousered-Philanthropists-Wordsworth-Classics/dp/184022682X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=184022682X
The Lost Honour of Katharina Blum,Heinrich Böll,http://ecx.images-amazon.com/images/I/51AMRLizhzL._SL160_.jpg,http://www.amazon.com/Lost-Honor-Katharina-Penguin-Classics/dp/014310540X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D014310540X
The Opposing Shore,Julien Gracq,https://images-na.ssl-images-amazon.com/images/I/41Od1kfydDL._SL160_.jpg,https://www.amazon.com/Opposing-Shore-Julien-Gracq/dp/023105789X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=023105789X
The Ravishing of Lol Stein,Marguerite Duras,https://images-na.ssl-images-amazon.com/images/I/416cU2icHyL._SL160_.jpg,https://www.amazon.com/Ravishing-Lol-Stein-Marguerite-Duras/dp/0394743040?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0394743040
The Third Policeman,Flann O'Brien,https://images-na.ssl-images-amazon.com/images/I/518I2sOE72L._SL160_.jpg,https://www.amazon.com/Third-Policeman-Flann-OBrien/dp/156478214X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=156478214X
Hadrian the Seventh,Frederick Rolfe,/assets/noimage-f03a9daebabba93a6afb5c3828c9b12f4f172d3ca3ff6010feab08b7f2226663.jpg,
The Bluest Eye,Toni Morrison,http://ecx.images-amazon.com/images/I/41gSSNgpYJL._SL160_.jpg,http://www.amazon.com/The-Bluest-Eye-Vintage-International/dp/0307278441%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0307278441
The Dispossessed,Ursula K. Le Guin,https://images-na.ssl-images-amazon.com/images/I/51SMmY0OSdL._SL160_.jpg,https://www.amazon.com/Dispossessed-Novel-Hainish-Cycle/dp/006051275X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=006051275X
The Water Margin: Outlaws of the Marsh,Shi Naian,http://ecx.images-amazon.com/images/I/51V-Z9gFFwL._SL160_.jpg,http://www.amazon.com/The-Water-Margin-Outlaws-Classics/dp/0804840954%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0804840954
The Heat of the Day,Elizabeth Bowen,http://ecx.images-amazon.com/images/I/51ghKcVxHiL._SL160_.jpg,http://www.amazon.com/The-Heat-Day-Elizabeth-Bowen/dp/0385721285%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0385721285
The Art of Fielding,Chad Harbach,http://ecx.images-amazon.com/images/I/51u6m5UwKOL._SL160_.jpg,http://www.amazon.com/The-Art-Fielding-A-Novel/dp/0316126675%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0316126675
Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady ,Anita Loos,http://ecx.images-amazon.com/images/I/41vk1BGfhFL._SL160_.jpg,http://www.amazon.com/Gentlemen-Prefer-Blondes-Marry-Brunettes/dp/0141180692%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0141180692
Foucault's Pendulum,Umberto Eco,http://ecx.images-amazon.com/images/I/51qJmE6L2SL._SL160_.jpg,http://www.amazon.com/Foucaults-Pendulum-Umberto-Eco/dp/015603297X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D015603297X
In Watermelon Sugar,Richard Brautigan,http://ecx.images-amazon.com/images/I/51saZOtVWLL._SL160_.jpg,http://www.amazon.com/Richard-Brautigans-Springhill-Disaster-Watermelon/dp/0395500761%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0395500761
Oroonoko,Aphra Behn,http://ecx.images-amazon.com/images/I/415HT-T0Y3L._SL160_.jpg,http://www.amazon.com/Oroonoko-Penguin-Classics-Aphra-Behn/dp/0140439889%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140439889
How to be both,Ali Smith,https://images-na.ssl-images-amazon.com/images/I/51622kbKVxL._SL160_.jpg,https://www.amazon.com/How-be-both-Ali-Smith/dp/0375424105?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375424105
The Narrow Road to the Deep North,Matsuo Bashō,https://images-na.ssl-images-amazon.com/images/I/41R5aZzHzKL._SL160_.jpg,https://www.amazon.com/Narrow-Travel-Sketches-Penguin-Hardbacks/dp/0241382610?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0241382610
Watt,Samuel Beckett,http://ecx.images-amazon.com/images/I/41bD59syEEL._SL160_.jpg,http://www.amazon.com/Watt-Samuel-Beckett/dp/080215140X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D080215140X
The Yearling,Marjorie Kinnan Rawlings,https://images-na.ssl-images-amazon.com/images/I/51HYE3CK95L._SL160_.jpg,https://www.amazon.com/Yearling-Aladdin-Classics-Patricia-Reilly/dp/0689846231?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0689846231
The Warden,Anthony Trollope,http://ecx.images-amazon.com/images/I/41bkbrChR3L._SL160_.jpg,http://www.amazon.com/The-Warden-Oxford-Worlds-Classics/dp/019953778X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D019953778X
The Selected Works of Cesare Pavese,Cesare Pavese,http://ecx.images-amazon.com/images/I/41SVPK56GCL._SL160_.jpg,http://www.amazon.com/Selected-Cesare-Pavese-Review-Classics/dp/0940322854%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0940322854
The Crucible,Arthur Miller,https://images-na.ssl-images-amazon.com/images/I/518MBkDnYQL._SL160_.jpg,https://www.amazon.com/Crucible-Play-Four-Acts/dp/0142437336?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0142437336
Giants in the Earth,Ole Edvart Rolvaag,https://images-na.ssl-images-amazon.com/images/I/51X45nuMGQL._SL160_.jpg,https://www.amazon.com/Giants-Earth-Prairie-Perennial-Classics/dp/0060931930?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0060931930
Corelli's Mandolin,Louis de Bernières,https://images-na.ssl-images-amazon.com/images/I/512PZVnFqxL._SL160_.jpg,https://www.amazon.com/Corellis-Mandolin-Novel-Louis-Bernieres/dp/067976397X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=067976397X
Riders of the Purple Sage,Zane Grey,https://images-na.ssl-images-amazon.com/images/I/41R3WEJE8lL._SL160_.jpg,https://www.amazon.com/Riders-Purple-Sage-Zane-Grey/dp/154718096X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=154718096X
Collected Poems,Arthur Rimbaud,http://ecx.images-amazon.com/images/I/41CJ698KHGL._SL160_.jpg,http://www.amazon.com/Collected-French-Edition-Arthur-Rimbaud/dp/0140420649%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140420649
Mating,Norman Rush,https://images-na.ssl-images-amazon.com/images/I/51TmvQehbIL._SL160_.jpg,https://www.amazon.com/Mating-Novel-Norman-Rush/dp/067973709X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=067973709X
The Complete Poetry and Essential Prose of John Milton,John Milton,http://ecx.images-amazon.com/images/I/41tTkQ%2Bi5aL._SL160_.jpg,http://www.amazon.com/Complete-Poetry-Essential-Milton-Library/dp/0679642536%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0679642536
Twice-Told Tales,Nathaniel Hawthorne,http://ecx.images-amazon.com/images/I/41BYg9cfypL._SL160_.jpg,http://www.amazon.com/Snow-Image-Other-Twice-Told-Tales-Annotated/dp/1530933463%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1530933463
Independence Day,Richard Ford,https://images-na.ssl-images-amazon.com/images/I/51FQg2P9opL._SL160_.jpg,https://www.amazon.com/Independence-Day-Bascombe-Trilogy-2/dp/0679735186?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679735186
The Outsiders,S. E. Hinton,https://images-na.ssl-images-amazon.com/images/I/51PxwB2p8CL._SL160_.jpg,https://www.amazon.com/Outsiders-S-Hinton/dp/014240733X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=014240733X
The Poems of Walt Whitman,Walt Whitman,http://ecx.images-amazon.com/images/I/416pxYkhNDL._SL160_.jpg,http://www.amazon.com/Complete-Whitman-Wordsworth-Poetry-Library/dp/1853264334%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1853264334
The Misanthrope,Molière,http://ecx.images-amazon.com/images/I/31iHKj-mE-L._SL160_.jpg,http://www.amazon.com/Misanthrope-translated-English-Richard-Wilbur/dp/0822213893%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0822213893
The Da Vinci Code,Dan Brown,https://images-na.ssl-images-amazon.com/images/I/51jqTmB4ZFL._SL160_.jpg,https://www.amazon.com/Vinci-Code-Dan-Brown/dp/0307474275?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307474275
Old Filth,Jane Gardam,https://images-na.ssl-images-amazon.com/images/I/51xesQsewvL._SL160_.jpg,https://www.amazon.com/Old-Filth-Jane-Gardam/dp/1933372133%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1933372133
The Mists of Avalon,Marion Zimmer Bradley,https://images-na.ssl-images-amazon.com/images/I/511RHa4P7-L._SL160_.jpg,https://www.amazon.com/Mists-Avalon-Marion-Zimmer-Bradley/dp/0345350499?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0345350499
Dept. of Speculation,Jenny Offill,https://images-na.ssl-images-amazon.com/images/I/51wFbX68o0L._SL160_.jpg,https://www.amazon.com/Dept-Speculation-Vintage-Contemporaries-Offill/dp/0345806875?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0345806875
Outlander,Diana Gabaldon,http://ecx.images-amazon.com/images/I/51sZbI91YUL._SL160_.jpg,http://www.amazon.com/A-Breath-Snow-Ashes-Outlander/dp/0440225809%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0440225809
Mumbo Jumbo,Ishmael Reed,https://images-na.ssl-images-amazon.com/images/I/51b%2BUd1J%2BbL._SL160_.jpg,https://www.amazon.com/Mumbo-Jumbo-Ishmael-Reed/dp/0684824779?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0684824779
The Horse's Mouth,Joyce Cary,http://ecx.images-amazon.com/images/I/41Gews5qUzL._SL160_.jpg,http://www.amazon.com/The-Horses-Mouth-First-Trilogy/dp/0571252001%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0571252001
Never Mind,Edward St Aubyn,https://images-na.ssl-images-amazon.com/images/I/41HHj50ZAZL._SL160_.jpg,https://www.amazon.com/Patrick-Melrose-Novels-Never-Mothers/dp/0312429967%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0312429967
Bad News,Edward St Aubyn,https://images-na.ssl-images-amazon.com/images/I/41S72KQ%2BLIL._SL160_.jpg,https://www.amazon.com/Patrick-Melrose-Novels-Edward-Aubyn/dp/1447223527%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1447223527
Some Hope,Edward St Aubyn,https://images-na.ssl-images-amazon.com/images/I/51iyuU%2By91L._SL160_.jpg,https://www.amazon.com/Some-Hope-Trilogy-Patrick-Melrose/dp/1447202961%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1447202961
At Last,Edward St Aubyn,https://images-na.ssl-images-amazon.com/images/I/51XlDqLAiWL._SL160_.jpg,https://www.amazon.com/At-Last-Final-Patrick-Melrose/dp/1250023904%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1250023904
Collected Works of Edna St. Vincent Millay,Edna St. Vincent Millay,http://ecx.images-amazon.com/images/I/419ss3kMRpL._SL160_.jpg,http://www.amazon.com/Collected-Works-Edna-Vincent-Millay/dp/1241669678%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1241669678
Le Cid,Pierre Corneille,https://images-na.ssl-images-amazon.com/images/I/51lh4r9aheL._SL160_.jpg,https://www.amazon.com/Cinna-Theatrical-Illusion-Penguin-Classics/dp/0140443126%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140443126
The Slaves of Solitude,Patrick Hamilton,http://ecx.images-amazon.com/images/I/41-fq8csCcL._SL160_.jpg,http://www.amazon.com/Slaves-Solitude-Review-Books-Classics/dp/1590172205%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1590172205
Asymmetry,Lisa Halliday,https://images-na.ssl-images-amazon.com/images/I/41Gi7VoHz9L._SL160_.jpg,https://www.amazon.com/Asymmetry-Novel-Lisa-Halliday/dp/1501166786?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1501166786
Forbidden Colours,Yukio Mishima,http://ecx.images-amazon.com/images/I/51J1BMQCSCL._SL160_.jpg,http://www.amazon.com/Forbidden-Colors-Yukio-Mishima/dp/0375705163%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375705163
Mortals,Norman Rush,http://ecx.images-amazon.com/images/I/519SNC6XBCL._SL160_.jpg,http://www.amazon.com/Mortals-Norman-Rush/dp/0679737111%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0679737111
Fables of La Fontaine,Jean de La Fontaine,https://images-na.ssl-images-amazon.com/images/I/515s3ythHhL._SL160_.jpg,https://www.amazon.com/plus-belles-fables-Fontaine-beautiful/dp/2896877843?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=2896877843
The Faerie Queene,Edmund Spenser,http://ecx.images-amazon.com/images/I/51x1SLhg30L._SL160_.jpg,http://www.amazon.com/The-Faerie-Queene-Edmund-Spenser/dp/0140422072%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140422072
The Complete Poems of Samuel Taylor Coleridge,Samuel Coleridge,http://ecx.images-amazon.com/images/I/51GDjYx9rnL._SL160_.jpg,http://www.amazon.com/Complete-Poetical-Samuel-Taylor-Coleridge/dp/0198118066%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0198118066
Legends of The Fall,Jim Harrison,http://ecx.images-amazon.com/images/I/51bSc0UwnnL._SL160_.jpg,http://www.amazon.com/Legends-Fall-Jim-Harrison/dp/0385285965%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0385285965
The Lottery and Other Stories,Shirley Jackson,https://images-na.ssl-images-amazon.com/images/I/41QQq6Rz-dL._SL160_.jpg,https://www.amazon.com/Lottery-Other-Stories-FSG-Classics/dp/0374529531?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0374529531
Collected Stories,William Somerset Maugham,http://ecx.images-amazon.com/images/I/51QiupSWVhL._SL160_.jpg,http://www.amazon.com/Collected-Short-Stories-Twentieth-Century-Classics/dp/0140185895%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140185895
American Genius: A Comedy,Lynne Tillman,http://ecx.images-amazon.com/images/I/51m1BI1T9wL._SL160_.jpg,http://www.amazon.com/American-Genius-Comedy-Lynne-Tillman/dp/1933368446%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1933368446
The Master Builder,Henrik Ibsen,https://images-na.ssl-images-amazon.com/images/I/41U7ghsh4zL._SL160_.jpg,http://www.amazon.com/Four-Major-Plays-Henrik-Ibsen/dp/B000OKDBTI%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000OKDBTI
